case_id,asmo,asmo_sent_id,sentence_id,para_id,judge,text,role,align,agree,outcome,ackn
3.07,63,295,282,53,walker,I agree with it and for the reasons which Lord Hoffmann gives I would allow this appeal .,DISPOSAL,022,hoffmann,3,NONE
3.07,63,N/A,N/A,53.5,walker,Prepared,<prep-date>,NONE,NONE,NONE,NONE
3.07,63,N/A,N/A,53.5,walker,19,<prep-date>,NONE,NONE,NONE,NONE
3.07,63,N/A,N/A,53.5,walker,February,<prep-date>,NONE,NONE,NONE,NONE
3.07,63,N/A,N/A,53.5,walker,2003,<prep-date>,NONE,NONE,NONE,NONE
3.1,57,1,0,0.5,NONE,[2003] UKHL 10,<new-case>,NONE,hutton,NONE,NONE
3.1,57,2,1,0.5,nicholls,LORD NICHOLLS OF BIRKENHEAD,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,3,2,0.5,nicholls,"My Lords ,",TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,5,3,1,nicholls,I have had the advantage of reading in draft the speech of my noble and learned friend Lord Hutton .,TEXTUAL,NONE,NONE,NONE,hutton
3.1,57,6,4,1,nicholls,"For the reasons he gives , with which I agree , I would allow this appeal and make the order he proposes .",DISPOSAL,011,hutton,3,NONE
3.1,57,8,5,1.5,lloyd,"LORD LLOYD OF BERWICK My Lords ,",TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,11,6,2,lloyd,I have had the advantage of reading in draft the speech of my noble and learned friend Lord Hutton .,TEXTUAL,NONE,NONE,NONE,hutton
3.1,57,12,7,2,lloyd,I agree with it and for the reasons which Lord Hutton gives I would allow this appeal .,DISPOSAL,011,hutton,3,NONE
3.1,57,14,8,2.5,hutton,LORD HUTTON,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,15,9,2.5,hutton,"My Lords ,",TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,17,10,3,hutton,"In the early hours of the morning on 18 July 1999 the appellant , Anthony Dietschmann , killed Nicholas Davies by punching him and kicking him on the head in a savage attack .",FACT,005,NONE,NONE,NONE
3.1,57,18,11,3,hutton,"At the time of the killing the appellant was heavily intoxicated and he was also suffering from a mental abnormality which the medical witnesses for the Crown and the defence described as an adjustment disorder , which was a depressed grief reaction to the death of his aunt , Sarah , with whom he had had a close emotional and physical relationship .",FACT,006,NONE,NONE,NONE
3.1,57,20,12,4,hutton,The appellant was tried on a count of murder before Maurice Kay J and a jury at Liverpool Crown Court .,PROCEEDINGS,003,NONE,NONE,NONE
3.1,57,21,13,4,hutton,"At the trial the appellant admitted the killing and the only defence raised on his behalf was the defence of diminished responsibility under which , if established by him , he would not have been found guilty of murder but of manslaughter .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,22,14,4,hutton,The defence of diminished responsibility arises under section 2 of the Homicide Act 1957 which provides :,BACKGROUND,001,NONE,NONE,NONE
3.1,57,22,15,4.5,hutton,""" ( 1 ) Where a person kills or is a party to the killing of another , he shall not be convicted of murder if he was suffering from such abnormality of mind ( whether arising from a condition of arrested or retarded development of mind or any inherent causes or induced by disease or injury ) as substantially impaired his mental responsibility for his acts and omissions in doing or being a party to the killing .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,23,16,4.5,hutton,"( 2 ) On a charge of murder , it shall be for the defence to prove that the person charged is by virtue of this section not liable to be convicted of murder .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,24,17,4.5,hutton,"( 3 ) A person who but for this section would be liable , whether as principal or as accessory , to be convicted of murder shall be liable instead to be convicted of manslaughter . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,26,18,5,hutton,The jury rejected this defence and on 7 April 2000 convicted the appellant of murder and he was sentenced to life imprisonment .,PROCEEDINGS,003,NONE,NONE,NONE
3.1,57,27,19,5,hutton,The appellant 's appeal against conviction was dismissed by the Court of Appeal on 5 October 2001 and he now appeals to this House against the decision of the Court of Appeal .,PROCEEDINGS,003,NONE,NONE,NONE
3.1,57,28,20,5,hutton,"The issue which arises on the appeal is the nature of the direction which the trial judge should give to the jury when a defendant , raising the defence of diminished responsibility , had taken alcohol prior to the killing and was also suffering from a mental abnormality at the time of the killing .",FRAMING,NONE,NONE,NONE,NONE
3.1,57,29,21,5,hutton,The question ( which I have divided into two parts ) certified by the Court of Appeal as a point of law of general importance is as follows :,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,29,22,5.5,hutton,""" ( 1 ) Does a defendant seeking to prove a defence of diminished responsibility under section 2 ( 1 ) of the Homicide Act 1957 in a case where he had taken drink prior to killing the victim , have to show that if he had not taken drink",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,29,23,5.5,hutton,( a ) he would have killed as he in fact did ; and,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,29,24,5.5,hutton,( b ) he would have been under diminished responsibility when he did so ?,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,30,25,5.5,hutton,"( 2 ) If not , what direction ought to be given to a jury as to the approach to be taken to self-induced intoxication which was present at the material time in conjunction with an abnormality of mind which falls within section 2 ( 1 ) of the 1957 Act ? """,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,31,26,5.5,hutton,No issue arises on this appeal in relation to the principle stated as follows by Rose LJ in para 13 of the judgment of the Court of Appeal in the present case :,FRAMING,NONE,NONE,NONE,NONE
3.1,57,31,27,5.5,hutton,""" The general rule that drink does not give rise to an abnormality of mind due to inherent causes was authoritatively established in Fenton ( 1975 ) 61 Cr App R 261 and confirmed in Gittens [ 1984 ] QB 698 .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,32,28,5.5,hutton,"In line with those authorities , Tandy [ 1989 ] 1 All ER 267 established that drink is only capable of giving rise to a defence under section 2 if it either causes damage to the brain or produces an irresistible craving so that consumption is involuntary . """,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,33,29,5.5,hutton,The facts,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,34,30,6,hutton,The facts relevant to the issue which arises can be briefly summarised as follows .,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,35,31,6,hutton,"In July 1998 the appellant began a relationship with his aunt Sarah , who was almost twice his age and who had a drugs problem .",FACT,NONE,NONE,NONE,NONE
3.1,57,36,32,6,hutton,As a result they were ostracized by the rest of the family .,FACT,NONE,NONE,NONE,NONE
3.1,57,37,33,6,hutton,They lived together until he was remanded in custody in November 1998 .,FACT,NONE,NONE,NONE,NONE
3.1,57,38,34,6,hutton,She visited him in prison and wrote to him almost every day .,FACT,NONE,NONE,NONE,NONE
3.1,57,39,35,6,hutton,In May 1999 she bought him a watch which she gave to him .,FACT,NONE,NONE,NONE,NONE
3.1,57,40,36,6,hutton,"In June , whilst living alone because of the appellant 's remand in custody , she was burgled and started to take drugs again .",FACT,NONE,NONE,NONE,NONE
3.1,57,41,37,6,hutton,She died on 6 June 1999 .,FACT,NONE,NONE,NONE,NONE
3.1,57,43,38,7,hutton,"The appellant believed that she had committed suicide because she could not cope without him and because he had given her an ultimatum that he would leave her if she did not solve her drugs problem , and he cut his wrists but without fatal consequences .",FACT,NONE,NONE,NONE,NONE
3.1,57,44,39,7,hutton,"This belief was , in fact , erroneous , as a post mortem which took place after the killing of Nicholas Davies revealed that she had died of natural causes .",FACT,NONE,NONE,NONE,NONE
3.1,57,45,40,7,hutton,"On 15 June , whilst still in custody , he attended his aunt 's funeral .",FACT,NONE,NONE,NONE,NONE
3.1,57,47,41,8,hutton,On 2 July the appellant was released from custody .,FACT,NONE,NONE,NONE,NONE
3.1,57,48,42,8,hutton,He began to drink heavily and on 13 July he saw his general practitioner and was prescribed Prozac and sleeping tablets .,FACT,NONE,NONE,NONE,NONE
3.1,57,49,43,8,hutton,On the night of 16 July the appellant went to drink at a club with two young women and another man .,FACT,NONE,NONE,NONE,NONE
3.1,57,50,44,8,hutton,He spent the next day at the house of one of the young women and on the night of 17 July his companions of the previous night were with him in the house and they were joined by a third man .,FACT,NONE,NONE,NONE,NONE
3.1,57,51,45,8,hutton,A bottle of whisky was drunk and the appellant had a couple of pints of cider .,FACT,NONE,NONE,NONE,NONE
3.1,57,52,46,8,hutton,"The young women left to go to a club and the appellant and the two men were joined in the house by a third man , Nicholas Davies , and further alcohol was obtained and drunk .",FACT,NONE,NONE,NONE,NONE
3.1,57,54,47,9,hutton,The appellant and Nicholas Davies began dancing in the living room and the dancing became increasingly frenetic .,FACT,NONE,NONE,NONE,NONE
3.1,57,55,48,9,hutton,The appellant 's watch became detached from his wrist and he believed it to have been broken .,FACT,NONE,NONE,NONE,NONE
3.1,57,56,49,9,hutton,"He accused Davies of breaking it , stating that it was the final gift from Sarah before she died .",FACT,NONE,NONE,NONE,NONE
3.1,57,57,50,9,hutton,He demanded that Davies pay for it and Davies refused .,FACT,NONE,NONE,NONE,NONE
3.1,57,58,51,9,hutton,"The appellant punched him in the face , but Davies continued to refuse to pay for the watch .",FACT,005,NONE,NONE,NONE
3.1,57,59,52,9,hutton,"The appellant continued to hit him , accusing him of urinating on Sarah 's grave .",FACT,NONE,NONE,NONE,NONE
3.1,57,60,53,9,hutton,Davies fell to the floor and the appellant stamped on his head three or four times and kicked him hard in the face .,FACT,005,NONE,NONE,NONE
3.1,57,61,54,9,hutton,"He then picked him up , pinned him upright against the chimney breast , pulled him away and slammed him against the wall on the other side of the fireplace .",FACT,NONE,NONE,NONE,NONE
3.1,57,62,55,9,hutton,Davies head moved from side to side and he groaned .,FACT,NONE,NONE,NONE,NONE
3.1,57,63,56,9,hutton,The appellant then threw Davies to the floor where he did not move and made no noise .,FACT,NONE,NONE,NONE,NONE
3.1,57,64,57,9,hutton,"The appellant stamped on him and kicked his head , side and chest over 30 times repeating that he had urinated on Sarah 's grave and deserved to die .",FACT,NONE,NONE,NONE,NONE
3.1,57,65,58,9,hutton,Then he and another of the men rolled Davies ' body in a rug and moved it into another room .,FACT,NONE,NONE,NONE,NONE
3.1,57,67,59,10,hutton,Later in the early hours of 18 July the young woman who owned the house returned and the body was found .,FACT,NONE,NONE,NONE,NONE
3.1,57,68,60,10,hutton,The police were called and in due course arrived and Nicholas Davies was found to be dead .,FACT,NONE,NONE,NONE,NONE
3.1,57,69,61,10,hutton,Meanwhile the appellant had left the house .,FACT,NONE,NONE,NONE,NONE
3.1,57,70,62,10,hutton,"He did not go far , and was found by a police officer sitting on a bench with his head in his hands .",FACT,NONE,NONE,NONE,NONE
3.1,57,71,63,10,hutton,He appeared dishevelled and smelt of alcohol .,FACT,NONE,NONE,NONE,NONE
3.1,57,72,64,10,hutton,He was arrested and taken to the police station .,FACT,NONE,NONE,NONE,NONE
3.1,57,74,65,11,hutton,The arresting officer remained with the appellant at the police station .,FACT,NONE,NONE,NONE,NONE
3.1,57,75,66,11,hutton,The appellant told him that his wife had died whilst he was in prison and that on Saturday afternoon he had visited her grave with a friend .,FACT,NONE,NONE,NONE,NONE
3.1,57,76,67,11,hutton,They were both drunk and he was annoyed at his friend who had urinated over his wife 's grave .,FACT,NONE,NONE,NONE,NONE
3.1,57,77,68,11,hutton,"He had given his mate a "" dig "" at the time and later when they had both been drinking he had started arguing with his friend about urinating on the grave .",FACT,NONE,NONE,NONE,NONE
3.1,57,78,69,11,hutton,"He had given his friend a few "" digs "" , and his friend had retaliated .",FACT,NONE,NONE,NONE,NONE
3.1,57,79,70,11,hutton,It had all got out of hand .,FACT,NONE,NONE,NONE,NONE
3.1,57,80,71,11,hutton,He knew it was bad but he did not think he had killed him .,FACT,NONE,NONE,NONE,NONE
3.1,57,81,72,11.5,hutton,The proceedings at the trial,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,82,73,12,hutton,"At the trial the central facts relating to the consumption of alcohol , the dancing , the appellant 's belief that his watch had been broken , the allegation that Davies had been urinating on Sarah 's grave and the subsequent violence leading to Davies ' death were all admitted .",PROCEEDINGS,006,NONE,NONE,NONE
3.1,57,83,74,12,hutton,In his evidence the appellant claimed that he was not badly affected by alcohol at the time when he attacked Davies .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,85,75,13,hutton,Evidence as to the mental condition of the appellant was given by two psychiatrists .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,86,76,13,hutton,Dr El Azra gave evidence on behalf of the appellant .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,87,77,13,hutton,He had interviewed the appellant once in March 2000 .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,88,78,13,hutton,Dr Palmer gave evidence on behalf of the Crown .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,89,79,13,hutton,She had examined the appellant within three days of the offence in July 1999 .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,90,80,13,hutton,"Both psychiatrists agreed that at the time of the killing the appellant was suffering from an abnormality of mind , arising from an inherent cause or induced by disease , and that this abnormality was an adjustment disorder which was a depressed grief reaction to the death of his aunt and which was more severe than was usually suffered after a bereavement .",PROCEEDINGS,006,NONE,NONE,NONE
3.1,57,91,81,13,hutton,However the psychiatrists differed on the point whether the appellant was suffering from any additional abnormality of mind .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,92,82,13,hutton,"Dr Palmer believed that he was suffering from alcohol dependency syndrome at the time of the killing , but Dr El Azra did not think that this was a factor .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,93,83,13,hutton,"Conversely , he was of the opinion that the appellant had been in a transient psychotic state at the time of the incident .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,94,84,13,hutton,In his opinion the appellant perceived that the breaking of the watch was an abuse of Sarah 's memory and it took him out of the boundaries of reality .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,95,85,13,hutton,He falsely believed that Nicholas Davies had been urinating on Sarah 's grave .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,96,86,13,hutton,The fact that the appellant was under the influence of alcohol did not explain what had happened .,PROCEEDINGS,006,NONE,NONE,NONE
3.1,57,97,87,13,hutton,"Even if he had been sober , he would still probably have killed Nicholas Davies .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,98,88,13,hutton,This view was not shared by Dr Palmer .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,99,89,13,hutton,She was not convinced that he had lost touch with reality .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,100,90,13,hutton,She thought that alcohol had been a significant factor as a disinhibiter which had facilitated the release of aggression .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,101,91,13,hutton,If he had been sober he would probably have exercised self-control .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,103,92,14,hutton,The psychiatrists also differed as to the effect of the abnormality of mind from which the appellant had been suffering .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,104,93,14,hutton,Dr El Azra believed that it did substantially impair his responsibility for the killing .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,105,94,14,hutton,"Dr Palmer , on the balance of probability , did not believe this , although she accepted that it was a difficult question .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,106,95,14,hutton,She also stated that neither the adjustment disorder nor the alcohol dependant syndrome would have prevented the appellant from forming an intention to kill or cause really serious injury .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,107,96,14.5,hutton,The judge 's directions to the jury,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,108,97,15,hutton,In his careful charge to the jury the judge summarised the medical evidence and he correctly told the jury :,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,108,98,15.5,hutton,""" As you have been told , diminished responsibility is not a medical diagnosis , it is a legal concept which ultimately only a jury can decide .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,109,99,15.5,hutton,All that doctors can do is to assist you with the benefit of their expertise and experience .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,110,100,15.5,hutton,As experts they are permitted to express opinions .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,111,101,15.5,hutton,"But this is trial by jury and you , the jury , must decide whether or not diminished responsibility has been established . """,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,113,102,16,hutton,In relation to the drink taken by the appellant the judge directed the jury as follows :,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,113,103,16.5,hutton,""" ... .",PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,114,104,16.5,hutton,"this is an issue of crucial importance in this case - once you are satisfied that there is an abnormality of mind , whether on the basis of an adjustment disorder alone or coupled with a transient psychotic state or alcohol dependence syndrome , or however , you must ask these questions : have the defence satisfied you on a balance of probabilities that if the defendant had not taken drink ( 1 ) he would have killed if , in fact , he did ; and ( 2 ) he would have been under diminished responsibility when he did so .",PROCEEDINGS,007,NONE,NONE,NONE
3.1,57,115,105,16.5,hutton,"If they have satisfied you that the answer to both questions is ' yes ' , then this is a case of diminished responsibility .",PROCEEDINGS,007,NONE,NONE,NONE
3.1,57,116,106,16.5,hutton,"But if the answer to either question is ' no ' , then it is not . """,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,118,107,17,hutton,On appeal to the Court of Appeal it was submitted on behalf of the appellant that this part of the judge 's summing up constituted a misdirection on the ground that the defence of diminished responsibility could be established notwithstanding that the defendant failed to prove that if he had not taken drink he would have killed .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,119,108,17,hutton,This submission was rejected by the Court of Appeal which followed a number of authorities which will have to be considered at a later stage in this opinion .,PROCEEDINGS,NONE,NONE,NONE,NONE
3.1,57,120,109,17.5,hutton,The interpretation of section 2 ( 1 ) of the Homicide Act 1957,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,121,110,18,hutton,"In a case where the defendant suffered from an abnormality of mind of the nature described in section 2 ( 1 ) and had also taken alcohol before the killing and where ( as the Court of Appeal held in this case ) there was no evidence capable of establishing alcohol dependence syndrome as being an abnormality of mind within the subsection , the meaning to be given to the subsection would appear on first consideration to be reasonably clear .",FRAMING,NONE,NONE,NONE,NONE
3.1,57,122,111,18,hutton,"I would read the subsection to mean that if the defendant satisfies the jury that , notwithstanding the alcohol he had consumed and its effect on him , his abnormality of mind substantially impaired his mental responsibility for his acts in doing the killing , the jury should find him not guilty of murder but ( under subsection 3 ) guilty of manslaughter .",DISPOSAL,008,NONE,NONE,NONE
3.1,57,123,112,18,hutton,I take this view because I think that in referring to substantial impairment of mental responsibility the subsection does not require the abnormality of mind to be the sole cause of the defendant 's acts in doing the killing .,FRAMING,009,NONE,NONE,NONE
3.1,57,124,113,18,hutton,"In my opinion , even if the defendant would not have killed if he had not taken drink , the causative effect of the drink does not necessarily prevent an abnormality of mind suffered by the defendant from substantially impairing his mental responsibility for his fatal acts .",FRAMING,010,NONE,NONE,NONE
3.1,57,125,114,18.5,hutton,The authorities,TEXTUAL,NONE,NONE,NONE,NONE
3.1,57,126,115,19,hutton,"I consider it to be clear that this was the interpretation given to the subsection by Boreham J , the trial judge , and the Court of Appeal in R v Fenton ( 1975 ) 61 Cr App R 261 and by the Court of Appeal in R v Gittens [ 1984 ] QB 698 .",FRAMING,NONE,NONE,NONE,NONE
3.1,57,127,116,19,hutton,In Fenton the defendant had consumed a large quantity of drink in the course of the day .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,128,117,19,hutton,Later in the evening when his driving attracted the attention of the police a police car followed him into a cul-de-sac .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,129,118,19,hutton,He drew a revolver and shot and killed the police driver and left the scene driving the police car .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,130,119,19,hutton,Later he went to a club owned by a man with whom he was on bad terms where he shot and killed three more people .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,131,120,19,hutton,"At his trial he pleaded not guilty to the four counts of murder against him , but at the close of the prosecution case he changed his plea to not guilty of murder but guilty of manslaughter by reason of diminished responsibility .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,132,121,19,hutton,The jury convicted him of murder on the four counts .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,134,122,20,hutton,The medical witnesses called all agreed that the appellant was suffering from an abnormality of mind .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,135,123,20,hutton,"The medical evidence was that there were four ingredients which had gone to make up the condition of the appellant when he committed the four killings , and those four ingredients in combination had brought him to breaking point and caused him to commit the offences .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,136,124,20,hutton,The first ingredient was his mental state which was that he suffered from a severely abnormal personality in that he was an aggressive psychopath with marked paranoid traits .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,137,125,20,hutton,The second ingredient was a state of reactive depression produced by various stresses to which he had been subjected .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,138,126,20,hutton,The third ingredient was an excessive quantity of alcohol with a resulting state of disinhibition and possible confusion .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,139,127,20,hutton,The fourth ingredient was the last straw phenomenon of the car chase by the police and the final sensation of being trapped .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,140,128,20,hutton,"The medical evidence was that "" there were these four factors or four ingredients , and in the absence of any one of them the four killings would probably never have taken place "" .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,142,129,21,hutton,"In delivering the judgment of the Court of Appeal Lord Widgery CJ stated , at p 263 :",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,142,130,21.5,hutton,""" There is no doubt that alcohol was regarded as an important ingredient because the jury later disclosed in reply to an observation of the learned judge that they were unanimously of the view that the killings would not have occurred if the appellant had not had so much to drink .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,143,131,21.5,hutton,"The judge , however , ruled that the effect of the alcohol consumed by the appellant was to be ignored since the effect of the alcohol did not amount to an abnormality of mind due to inherent causes .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,144,132,21.5,hutton,"Accordingly the judge directed the jury that they must convict of murder if satisfied that the combined effect of the factors other than alcohol was insufficient to amount to a substantial impairment in the mental responsibility of the appellant . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,145,133,21.5,hutton,At p 264 Lord Widgery stated that it was argued on behalf of the appellant that :,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,146,134,21.5,hutton,""" .... even if the effect of alcohol was properly ignored , the effect of the remaining factors which were agreed to be included in abnormality of mind was sufficient to cause a substantial impairment of mental responsibility .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,147,135,21.5,hutton,"The judge had properly left this issue to the jury , and Mr Waters 's complaint is that in a number of instances the judge 's rehearsal of the evidence did not fairly represent what the witnesses had said .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,148,136,21.5,hutton,"We have considered this complaint and the details upon which it is based ; we do not conclude that it is made out , and we do not think that the directions of the judge on this aspect of the matter are open to criticism or capable of amounting to an irregularity at the trial , or capable of causing the verdict to be unsafe or unsatisfactory . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,149,137,21.5,hutton,"This was a case where it was clear that the killings would not have taken place if the appellant had not taken drink , but nevertheless the trial judge left it to the jury to consider if the combined effect of the factors other than alcohol was sufficient to amount to a substantial impairment of his mental responsibility , and the Court of Appeal held that the judge had properly left this issue to the jury .",FRAMING,NONE,NONE,NONE,NONE
3.1,57,151,138,22,hutton,In R v Turnbull ( Launcelot ) ( 1977 ) 65 Cr App R 242 the appellant suffered from an abnormality of mind in that he was a psychopath .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,152,139,22,hutton,He went out drinking with the deceased and later stabbed him to death in his flat .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,153,140,22,hutton,He relied on the defence of diminished responsibility but was convicted of murder .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,154,141,22,hutton,On analysis it is apparent that the judge 's summing up to the jury contained inconsistent directions .,FRAMING,NONE,NONE,NONE,NONE
3.1,57,155,142,22,hutton,He said ( see p 245 ) :,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,155,143,22.5,hutton,""" Have the defence satisfied you that it is more probable than not that Turnbull would have acted as he had on this night even had he not taken drink ?",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,156,144,22.5,hutton,"You may come to the conclusion , it is a matter for you , that the explanation of Turnbull 's conduct on this night is to be found in a combination of his abnormality of mind , the fact that he is a psychopath , together with the fact that he had on the evening of December 30 taken a substantial amount of drink .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,157,145,22.5,hutton,"If you come to the conclusion that his responsibility was impaired by a combination of his being a psychopath and having taken drink , you would have to ask yourselves did the fact that he was a psychopath substantially impair his responsibility even though he had taken drink ? """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,158,146,22.5,hutton,The last sentence in this passage accords with the direction which was approved by the Court of Appeal in Fenton 61 Cr App R 261 .,FRAMING,NONE,NONE,NONE,NONE
3.1,57,159,147,22.5,hutton,But immediately after this direction the judge made a statement which is inconsistent with it :,FRAMING,NONE,NONE,NONE,NONE
3.1,57,159,148,22.5,hutton,""" If , on the other hand , you did take the view which Dr Fitzgerald expressed towards the end of his evidence before you that if he had not had drink this would not have happened , then the defence would have failed to prove that that abnormality of mind substantially diminished Turnbull 's responsibility for his act in killing . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,161,149,23,hutton,"Traces of the same inconsistency are present in a later part of the summing up referred to by Lord Widgery in delivering the judgment of the Court of Appeal , at p 246 :",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,161,150,23.5,hutton,""" There are other references to the effect of a combination of inherent cause and alcohol in the course of the summing up but at p 24 , where the judge is coming to the point when the jury is about to retire , he goes through the matter again and does so , as we see it , quite impeccably .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,162,151,23.5,hutton,"Indeed , his first direction at the top of p 24 is not criticised by Mr .",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,162,152,23.5,hutton,Hall .,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,163,153,23.5,hutton,The judge said : ' Do we think it more probable than not that at that time Turnbull 's responsibility was substantially impaired by the fact that he suffers from a psychopathic disorder ?,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,164,154,23.5,hutton,"You may think , it is a matter for you , that drink had something to do with this , but what is the substantial cause of Turnbull 's inability to control his behaviour that night ?",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,165,155,23.5,hutton,What is the substantial cause of his stabbing this man in this horrible and savage way . ',BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,166,156,23.5,hutton,"That is exactly the right test , as has been admitted by counsel for the applicant . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,167,157,23.5,hutton,The Court of Appeal continued at p 246 :,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,167,158,23.5,hutton,""" Later on , on the same page , the judge says : ' Have the defence made you feel that the probability of the matter is that his inability to control his conduct when he killed was due to his psychopathic condition , or do you think on the other hand it was probably due to the fact that he had too much to drink and not at all substantially to do with the fact that he was a psychopath ?",BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,168,159,23.5,hutton,That is the question you have to decide . ',BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,169,160,23.5,hutton,"That passage is criticised because , I think it is said , the judge there is contemplating a straight comparison between the force of the inherent defect of mind and the force of the alcohol , but we think , with all deference to Mr. Hall , that is too subtle an approach to the judge 's direction and we can see no reason to suppose that the jury would have been in any sense misled . """,BACKGROUND,NONE,NONE,NONE,NONE
3.1,57,170,161,23.5,hutton,The Court of Appeal concluded their judgment by stating :,BACKGROUND,NONE,NONE,NONE,NONE
